Temperature,RelativeHumidity,WindSpeed,ApparentTemperature,ProbabilityOfPrecipitation,Clothing type,Umbrella,Coat,target
22.3,88,0.6,26.28,50,D,Y,2,42
22.7,85,0.7,26.46,50,D,Y,2,42
23.1,84,0.7,26.81,50,D,Y,2,42
24,81,0.6,27.63,40,D,Y,2,42
25,77,0.1,28.78,40,D,Y,1,41
24.5,79,0.4,28.17,40,D,Y,1,41
23.4,86,0,27.7,50,D,Y,2,42
22,95,0,26.75,60,D,Y,2,42
21.7,96,0,26.5,60,D,Y,2,42
21.3,97,0,26.15,60,D,Y,2,42
21.4,98,0,26.3,70,D,Z,3,47
21.4,98,0,26.3,70,D,Z,3,47
21.4,99,0,26.35,70,D,Z,3,47
21.3,99,0.3,26.04,70,D,Z,3,47
21.3,99,0,26.25,70,D,Z,3,47
21.2,99,0,26.15,70,D,Z,3,47
20.3,98,1.4,24.22,60,F,Y,2,66
20.3,99,0.8,24.69,70,F,Z,3,71
20.2,98,1.1,24.33,60,F,Y,2,66
20.1,97,1.2,24.11,60,F,Y,2,66
20,97,1.2,24.01,60,F,Y,2,66
20.3,99,1,24.55,60,F,Y,2,66
20.9,94,1.1,24.83,60,F,Y,2,66
22,89,1.2,25.61,50,F,Y,2,66
24.1,80,0.5,27.75,40,D,Y,2,42
28,74,0.8,31.14,30,C,Y,1,29
28.1,75,0.8,31.29,30,C,Y,1,29
28.1,74,1.1,31.03,30,C,Y,1,29
27.8,74,1,30.8,30,C,Y,1,29
24.9,87,0.6,28.83,50,D,Y,1,41
24.2,91,0.4,28.47,60,D,Y,1,41
24.3,86,0.1,28.53,50,D,Y,1,41
23.6,92,0.5,27.85,60,D,Y,2,42
23.2,94,0.3,27.69,60,D,Y,2,42
22.6,99,0.5,27.2,70,D,Z,3,47
22.6,98,0,27.5,70,D,Z,3,47
22.4,99,0.1,27.28,70,D,Z,3,47
22.1,100,0.1,27.03,70,D,Z,3,47
21.8,100,0,26.8,70,D,Z,3,47
21.7,100,0.6,26.28,70,D,Z,3,47
26.5,92,0.4,30.82,60,C,Y,1,29
26.3,94,0,31,60,C,Y,1,29
25.7,95,0.6,30.03,60,C,Y,1,29
25.5,96,1,29.6,60,C,Y,1,29
25.4,96,1.1,29.43,60,C,Y,1,29
25.5,96,0.9,29.67,60,C,Y,1,29
26.7,92,0.7,30.81,60,C,Y,1,29
28.8,74,1.4,31.52,30,C,Y,1,29
29,74,2.1,31.23,30,C,Y,1,29
29.6,69,4.2,30.11,20,B,Y,1,17
29.7,67,3.7,30.46,20,B,Y,1,17
30.8,66,2.3,32.49,20,A,Y,1,5
30.8,62,3,31.8,10,B,X,1,13
30.5,66,3.6,31.28,20,B,Y,1,17
30.5,62,3.9,30.87,10,B,X,1,13
30.2,66,3.9,30.77,20,B,Y,1,17
29.6,71,2.5,31.4,30,C,Y,1,29
28.9,78,1.9,31.47,40,C,Y,1,29
28.4,80,1.6,31.28,40,C,Y,1,29
28.1,85,1.2,31.51,50,C,Y,1,29
28,83,1.2,31.31,40,C,Y,1,29
27.6,88,0.5,31.65,50,C,Y,1,29
27.4,89,0.6,31.43,50,C,Y,1,29
27.7,87,0.4,31.77,50,C,Y,1,29
27,95,0.8,31.19,60,C,Y,1,29
27,96,1.2,30.96,60,C,Y,1,29
26.6,96,1.6,30.28,60,C,Y,1,29
26.5,97,1.1,30.58,60,C,Y,1,29
26.2,97,1.2,30.21,60,C,Y,1,29
26.3,97,0.5,30.8,60,C,Y,1,29
26.4,97,0.9,30.62,60,C,Y,1,29
26.6,97,1.1,30.68,60,C,Y,1,29
27,97,1.2,31.01,60,C,Y,1,29
27.9,91,1.5,31.4,50,C,Y,1,29
28.9,88,1.2,32.46,50,A,Y,1,5
29,87,1.6,32.23,50,A,Y,1,5
29.7,84,2.1,32.43,40,A,Y,1,5
29.7,83,2.2,32.31,40,A,Y,1,5
29.7,83,1.6,32.73,40,A,Y,1,5
28,89,1.5,31.4,50,C,Y,1,29
28.4,87,1.8,31.49,50,C,Y,1,29
27.5,92,1.5,31.05,50,C,Y,1,29
27.5,90,0.7,31.51,50,C,Y,1,29
27.2,92,0.7,31.31,60,C,Y,1,29
26.9,92,0.5,31.15,60,C,Y,1,29
27,92,0.8,31.04,60,C,Y,1,29
26.8,93,0.6,31.03,60,C,Y,1,29
20.5,89,2.2,23.41,50,F,Y,2,66
20.6,87,2.5,23.2,50,F,Y,2,66
20.5,86,2.6,22.98,40,F,Y,2,66
20.4,86,2.3,23.09,50,F,Y,2,66
20.5,84,2.6,22.88,40,F,Y,2,66
20.5,84,3,22.6,40,F,Y,2,66
20.5,85,2.6,22.93,40,F,Y,2,66
20.6,85,2.9,22.82,40,F,Y,2,66
20.5,89,2.6,23.13,50,F,Y,2,66
19.9,86,3,22.1,40,F,Y,2,66
20.1,87,3.4,22.07,40,F,Y,2,66
20.7,81,4.2,21.81,40,H,Y,2,90
20.3,84,4.3,21.49,40,H,Y,2,90
20.3,86,3.6,22.08,40,F,Y,2,66
20.5,86,4.3,21.79,40,H,Y,2,90
20.5,87,4.1,21.98,40,H,Y,2,90
20.7,85,2.7,23.06,40,F,Y,2,66
20.3,90,3.4,22.42,50,F,Y,2,66
20.6,88,3,22.9,50,F,Y,2,66
20.4,91,3.5,22.5,50,F,Y,2,66
20.6,91,3.9,22.42,50,F,Y,2,66
20.7,91,4.2,22.31,50,G,Y,2,78
21.1,90,3.1,23.43,50,F,Y,2,66
